Name,Geography,Year,Month,tot_evic,med_amount,mean_amount
48121021640,Census Tract,2019,11,2,,
48121021640,Census Tract,2019,12,3,,
48121021640,Census Tract,2020,1,5,,
48121021640,Census Tract,2020,2,2,,
48121021640,Census Tract,2020,3,3,,
48121021640,Census Tract,2020,12,1,,
48121021640,Census Tract,2021,1,2,,
48121021640,Census Tract,2021,12,2,,
48121021640,Census Tract,2022,2,3,,
48121021640,Census Tract,2022,3,1,,
48121021640,Census Tract,2022,5,6,,
48121021640,Census Tract,2022,7,5,,
48121021640,Census Tract,2022,8,3,,
48121021640,Census Tract,2022,9,2,,
48121021640,Census Tract,2022,11,5,,
48121021641,Census Tract,2019,1,33,,
48121021641,Census Tract,2019,2,29,,
48121021641,Census Tract,2019,3,23,,
48121021641,Census Tract,2019,4,27,,
48121021641,Census Tract,2019,5,40,,
48121021641,Census Tract,2019,6,38,,
48121021641,Census Tract,2019,7,36,,
48121021641,Census Tract,2019,8,27,,
48121021641,Census Tract,2019,9,35,,
48121021641,Census Tract,2019,10,31,,
48121021641,Census Tract,2019,11,29,,
48121021641,Census Tract,2019,12,42,,
48121021641,Census Tract,2020,1,41,,
48121021641,Census Tract,2020,2,34,,
48121021641,Census Tract,2020,3,29,,
48121021641,Census Tract,2020,6,2,,
48121021641,Census Tract,2020,8,4,,
48121021641,Census Tract,2020,9,14,,
48121021641,Census Tract,2020,10,13,,
48121021641,Census Tract,2020,11,8,,
48121021641,Census Tract,2020,12,9,,
48121021641,Census Tract,2021,1,4,,
48121021641,Census Tract,2021,3,18,,
48121021641,Census Tract,2021,4,8,,
48121021641,Census Tract,2021,5,7,,
48121021641,Census Tract,2021,6,4,,
48121021641,Census Tract,2021,7,11,,
48121021641,Census Tract,2021,8,26,,
48121021641,Census Tract,2021,9,15,,
48121021641,Census Tract,2021,10,15,,
48121021641,Census Tract,2021,11,19,,
48121021641,Census Tract,2021,12,12,,
48121021641,Census Tract,2022,1,12,,
48121021641,Census Tract,2022,2,8,,
48121021641,Census Tract,2022,3,11,,
48121021641,Census Tract,2022,4,25,,
48121021641,Census Tract,2022,5,8,,
48121021641,Census Tract,2022,6,22,,
48121021641,Census Tract,2022,7,13,,
48121021641,Census Tract,2022,8,9,,
48121021641,Census Tract,2022,9,15,,
48121021641,Census Tract,2022,10,11,,
48121021641,Census Tract,2022,11,7,,
48121021642,Census Tract,2019,1,14,,
48121021642,Census Tract,2019,2,15,,
48121021642,Census Tract,2019,3,16,,
48121021642,Census Tract,2019,4,21,,
48121021642,Census Tract,2019,5,21,,
48121021642,Census Tract,2019,6,26,,
48121021642,Census Tract,2019,7,21,,
48121021642,Census Tract,2019,8,20,,
48121021642,Census Tract,2019,9,23,,
48121021642,Census Tract,2019,10,23,,
48121021642,Census Tract,2019,11,13,,
48121021642,Census Tract,2019,12,12,,
48121021642,Census Tract,2020,1,18,,
48121021642,Census Tract,2020,2,9,,
48121021642,Census Tract,2020,3,8,,
48121021642,Census Tract,2020,7,1,,
48121021642,Census Tract,2020,9,2,,
48121021642,Census Tract,2020,10,1,,
48121021642,Census Tract,2020,11,3,,
48121021642,Census Tract,2020,12,4,,
48121021642,Census Tract,2021,1,3,,
48121021642,Census Tract,2021,2,7,,
48121021642,Census Tract,2021,3,1,,
48121021642,Census Tract,2021,4,1,,
48121021642,Census Tract,2021,5,1,,
48121021642,Census Tract,2021,6,2,,
48121021642,Census Tract,2021,8,2,,
48121021642,Census Tract,2021,9,3,,
48121021642,Census Tract,2021,11,4,,
48121021642,Census Tract,2021,12,5,,
48121021642,Census Tract,2022,1,4,,
48121021642,Census Tract,2022,2,5,,
48121021642,Census Tract,2022,3,16,,
48121021642,Census Tract,2022,4,6,,
48121021642,Census Tract,2022,5,7,,
48121021642,Census Tract,2022,6,3,,
48121021642,Census Tract,2022,7,4,,
48121021642,Census Tract,2022,8,19,,
48121021642,Census Tract,2022,9,13,,
48121021642,Census Tract,2022,10,19,,
48121021642,Census Tract,2022,11,17,,
48121021643,Census Tract,2019,1,3,,
48121021643,Census Tract,2019,2,1,,
48121021643,Census Tract,2019,3,2,,
48121021643,Census Tract,2019,4,2,,
48121021643,Census Tract,2019,5,2,,
48121021643,Census Tract,2019,6,1,,
48121021643,Census Tract,2019,7,3,,
48121021643,Census Tract,2019,8,1,,
48121021643,Census Tract,2019,10,4,,
48121021643,Census Tract,2019,11,2,,
48121021643,Census Tract,2020,1,1,,
48121021643,Census Tract,2020,2,1,,
48121021643,Census Tract,2020,10,1,,
48121021643,Census Tract,2020,11,4,,
48121021643,Census Tract,2021,1,1,,
48121021643,Census Tract,2021,2,1,,
48121021643,Census Tract,2021,3,2,,
48121021643,Census Tract,2021,5,1,,
48121021643,Census Tract,2022,4,1,,
48121021643,Census Tract,2022,5,3,,
48121021643,Census Tract,2022,6,2,,
48121021643,Census Tract,2022,7,2,,
48121021643,Census Tract,2022,8,3,,
48121021643,Census Tract,2022,9,3,,
48121021643,Census Tract,2022,10,2,,
48121021643,Census Tract,2022,11,6,,
48121021644,Census Tract,2019,1,3,,
48121021644,Census Tract,2019,2,3,,
48121021644,Census Tract,2019,5,1,,
48121021644,Census Tract,2019,7,1,,
48121021644,Census Tract,2019,8,2,,
48121021644,Census Tract,2019,9,1,,
48121021644,Census Tract,2020,1,1,,
48121021644,Census Tract,2020,2,2,,
48121021644,Census Tract,2020,3,1,,
48121021644,Census Tract,2020,12,4,,
48121021644,Census Tract,2021,1,2,,
48121021644,Census Tract,2021,3,4,,
48121021644,Census Tract,2022,5,1,,
48121021644,Census Tract,2022,9,1,,
48121021645,Census Tract,2019,1,5,,
48121021645,Census Tract,2019,2,5,,
48121021645,Census Tract,2019,3,2,,
48121021645,Census Tract,2019,4,2,,
48121021645,Census Tract,2019,6,1,,
48121021645,Census Tract,2019,7,1,,
48121021645,Census Tract,2019,8,1,,
48121021645,Census Tract,2019,9,3,,
48121021645,Census Tract,2019,10,5,,
48121021645,Census Tract,2019,11,2,,
48121021645,Census Tract,2020,1,4,,
48121021645,Census Tract,2020,2,4,,
48121021645,Census Tract,2020,3,6,,
48121021645,Census Tract,2020,8,5,,
48121021645,Census Tract,2020,9,1,,
48121021645,Census Tract,2020,10,4,,
48121021645,Census Tract,2020,11,4,,
48121021645,Census Tract,2020,12,1,,
48121021645,Census Tract,2021,1,2,,
48121021645,Census Tract,2021,2,1,,
48121021645,Census Tract,2021,3,4,,
48121021645,Census Tract,2021,4,1,,
48121021645,Census Tract,2021,5,3,,
48121021645,Census Tract,2021,6,2,,
48121021645,Census Tract,2021,9,2,,
48121021645,Census Tract,2021,10,5,,
48121021645,Census Tract,2021,11,1,,
48121021645,Census Tract,2021,12,5,,
48121021645,Census Tract,2022,1,3,,
48121021645,Census Tract,2022,2,5,,
48121021645,Census Tract,2022,3,2,,
48121021645,Census Tract,2022,4,16,,
48121021645,Census Tract,2022,5,16,,
48121021645,Census Tract,2022,6,8,,
48121021645,Census Tract,2022,7,8,,
48121021645,Census Tract,2022,8,22,,
48121021645,Census Tract,2022,9,17,,
48121021645,Census Tract,2022,10,28,,
48121021645,Census Tract,2022,11,19,,
48121021646,Census Tract,2019,1,25,,
48121021646,Census Tract,2019,2,21,,
48121021646,Census Tract,2019,3,16,,
48121021646,Census Tract,2019,4,24,,
48121021646,Census Tract,2019,5,17,,
48121021646,Census Tract,2019,6,24,,
48121021646,Census Tract,2019,7,23,,
48121021646,Census Tract,2019,8,25,,
48121021646,Census Tract,2019,9,27,,
48121021646,Census Tract,2019,10,24,,
48121021646,Census Tract,2019,11,24,,
48121021646,Census Tract,2019,12,26,,
48121021646,Census Tract,2020,1,26,,
48121021646,Census Tract,2020,2,20,,
48121021646,Census Tract,2020,3,10,,
48121021646,Census Tract,2020,5,3,,
48121021646,Census Tract,2020,6,1,,
48121021646,Census Tract,2020,7,5,,
48121021646,Census Tract,2020,8,5,,
48121021646,Census Tract,2020,9,5,,
48121021646,Census Tract,2020,10,5,,
48121021646,Census Tract,2020,11,6,,
48121021646,Census Tract,2020,12,9,,
48121021646,Census Tract,2021,1,7,,
48121021646,Census Tract,2021,2,7,,
48121021646,Census Tract,2021,3,5,,
48121021646,Census Tract,2021,4,5,,
48121021646,Census Tract,2021,5,15,,
48121021646,Census Tract,2021,6,11,,
48121021646,Census Tract,2021,7,11,,
48121021646,Census Tract,2021,8,15,,
48121021646,Census Tract,2021,9,25,,
48121021646,Census Tract,2021,10,17,,
48121021646,Census Tract,2021,11,14,,
48121021646,Census Tract,2021,12,8,,
48121021646,Census Tract,2022,1,20,,
48121021646,Census Tract,2022,2,16,,
48121021646,Census Tract,2022,3,15,,
48121021646,Census Tract,2022,4,21,,
48121021646,Census Tract,2022,5,20,,
48121021646,Census Tract,2022,6,24,,
48121021646,Census Tract,2022,7,39,,
48121021646,Census Tract,2022,8,27,,
48121021646,Census Tract,2022,9,20,,
48121021646,Census Tract,2022,10,28,,
48121021646,Census Tract,2022,11,25,,
48121021647,Census Tract,2019,1,32,,
48121021647,Census Tract,2019,2,26,,
48121021647,Census Tract,2019,3,23,,
48121021647,Census Tract,2019,4,24,,
48121021647,Census Tract,2019,5,29,,
48121021647,Census Tract,2019,6,21,,
48121021647,Census Tract,2019,7,35,,
48121021647,Census Tract,2019,8,12,,
48121021647,Census Tract,2019,9,29,,
48121021647,Census Tract,2019,10,20,,
48121021647,Census Tract,2019,11,27,,
48121021647,Census Tract,2019,12,32,,
48121021647,Census Tract,2020,1,26,,
48121021647,Census Tract,2020,2,28,,
48121021647,Census Tract,2020,3,24,,
48121021647,Census Tract,2020,5,3,,
48121021647,Census Tract,2020,6,4,,
48121021647,Census Tract,2020,7,5,,
48121021647,Census Tract,2020,8,15,,
48121021647,Census Tract,2020,9,1,,
48121021647,Census Tract,2020,10,5,,
48121021647,Census Tract,2020,11,7,,
48121021647,Census Tract,2020,12,38,,
48121021647,Census Tract,2021,1,38,,
48121021647,Census Tract,2021,2,12,,
48121021647,Census Tract,2021,3,2,,
48121021647,Census Tract,2021,4,4,,
48121021647,Census Tract,2021,5,15,,
48121021647,Census Tract,2021,6,13,,
48121021647,Census Tract,2021,7,14,,
48121021647,Census Tract,2021,8,16,,
48121021647,Census Tract,2021,9,9,,
48121021647,Census Tract,2021,10,9,,
48121021647,Census Tract,2021,11,21,,
48121021647,Census Tract,2021,12,22,,
48121021647,Census Tract,2022,1,18,,
48121021647,Census Tract,2022,2,15,,
48121021647,Census Tract,2022,3,22,,
48121021647,Census Tract,2022,4,18,,
48121021647,Census Tract,2022,5,17,,
48121021647,Census Tract,2022,6,21,,
48121021647,Census Tract,2022,7,28,,
48121021647,Census Tract,2022,8,30,,
48121021647,Census Tract,2022,9,26,,
48121021647,Census Tract,2022,10,29,,
48121021647,Census Tract,2022,11,28,,
48121021648,Census Tract,2019,1,1,,
48121021648,Census Tract,2019,2,2,,
48121021648,Census Tract,2019,4,1,,
48121021648,Census Tract,2019,6,1,,
48121021648,Census Tract,2019,7,1,,
48121021648,Census Tract,2019,8,3,,
48121021648,Census Tract,2019,9,1,,
48121021648,Census Tract,2020,3,2,,
48121021648,Census Tract,2021,8,1,,
48121021648,Census Tract,2022,2,1,,
48121021648,Census Tract,2022,3,2,,
48121021648,Census Tract,2022,8,1,,
48121021649,Census Tract,2019,1,8,,
48121021649,Census Tract,2019,2,3,,
48121021649,Census Tract,2019,3,6,,
48121021649,Census Tract,2019,4,1,,
48121021649,Census Tract,2019,5,7,,
48121021649,Census Tract,2019,6,2,,
48121021649,Census Tract,2019,7,4,,
48121021649,Census Tract,2019,8,4,,
48121021649,Census Tract,2019,9,7,,
48121021649,Census Tract,2019,10,4,,
48121021649,Census Tract,2019,12,4,,
48121021649,Census Tract,2020,1,1,,
48121021649,Census Tract,2020,2,4,,
48121021649,Census Tract,2020,3,6,,
48121021649,Census Tract,2020,6,2,,
48121021649,Census Tract,2020,7,2,,
48121021649,Census Tract,2020,8,2,,
48121021649,Census Tract,2020,9,1,,
48121021649,Census Tract,2020,10,3,,
48121021649,Census Tract,2020,12,8,,
48121021649,Census Tract,2021,1,8,,
48121021649,Census Tract,2021,2,1,,
48121021649,Census Tract,2021,3,3,,
48121021649,Census Tract,2021,5,3,,
48121021649,Census Tract,2021,6,4,,
48121021649,Census Tract,2021,7,5,,
48121021649,Census Tract,2021,8,6,,
48121021649,Census Tract,2021,9,5,,
48121021649,Census Tract,2021,10,7,,
48121021649,Census Tract,2021,11,2,,
48121021649,Census Tract,2022,1,11,,
48121021649,Census Tract,2022,2,3,,
48121021649,Census Tract,2022,3,4,,
48121021649,Census Tract,2022,4,3,,
48121021649,Census Tract,2022,5,5,,
48121021649,Census Tract,2022,6,3,,
48121021649,Census Tract,2022,7,5,,
48121021649,Census Tract,2022,8,2,,
48121021649,Census Tract,2022,9,6,,
48121021649,Census Tract,2022,10,8,,
48121021649,Census Tract,2022,11,8,,
48121021650,Census Tract,2019,1,8,,
48121021650,Census Tract,2019,2,5,,
48121021650,Census Tract,2019,3,4,,
48121021650,Census Tract,2019,4,4,,
48121021650,Census Tract,2019,5,4,,
48121021650,Census Tract,2019,6,5,,
48121021650,Census Tract,2019,7,6,,
48121021650,Census Tract,2019,8,5,,
48121021650,Census Tract,2019,9,8,,
48121021650,Census Tract,2019,10,6,,
48121021650,Census Tract,2019,11,8,,
48121021650,Census Tract,2019,12,5,,
48121021650,Census Tract,2020,1,5,,
48121021650,Census Tract,2020,2,7,,
48121021650,Census Tract,2020,3,3,,
48121021650,Census Tract,2020,10,1,,
48121021650,Census Tract,2020,12,1,,
48121021650,Census Tract,2021,2,2,,
48121021650,Census Tract,2021,3,5,,
48121021650,Census Tract,2021,4,2,,
48121021650,Census Tract,2021,5,3,,
48121021650,Census Tract,2021,6,1,,
48121021650,Census Tract,2021,7,1,,
48121021650,Census Tract,2021,8,6,,
48121021650,Census Tract,2021,9,1,,
48121021650,Census Tract,2021,10,4,,
48121021650,Census Tract,2021,11,5,,
48121021650,Census Tract,2021,12,5,,
48121021650,Census Tract,2022,1,2,,
48121021650,Census Tract,2022,2,6,,
48121021650,Census Tract,2022,3,7,,
48121021650,Census Tract,2022,4,3,,
48121021650,Census Tract,2022,5,5,,
48121021650,Census Tract,2022,7,1,,
48121021650,Census Tract,2022,8,13,,
48121021650,Census Tract,2022,9,1,,
48121021650,Census Tract,2022,10,2,,
48121021650,Census Tract,2022,11,4,,
48121021651,Census Tract,2019,1,4,,
48121021651,Census Tract,2019,2,2,,
48121021651,Census Tract,2019,3,2,,
48121021651,Census Tract,2019,4,3,,
48121021651,Census Tract,2019,5,2,,
48121021651,Census Tract,2019,6,1,,
48121021651,Census Tract,2019,7,1,,
48121021651,Census Tract,2019,8,2,,
48121021651,Census Tract,2019,9,2,,
48121021651,Census Tract,2019,10,7,,
48121021651,Census Tract,2019,11,6,,
48121021651,Census Tract,2019,12,2,,
48121021651,Census Tract,2020,1,7,,
48121021651,Census Tract,2020,2,5,,
48121021651,Census Tract,2020,3,1,,
48121021651,Census Tract,2020,6,1,,
48121021651,Census Tract,2020,8,2,,
48121021651,Census Tract,2020,9,1,,
48121021651,Census Tract,2020,10,2,,
48121021651,Census Tract,2020,11,5,,
48121021651,Census Tract,2020,12,5,,
48121021651,Census Tract,2021,1,2,,
48121021651,Census Tract,2021,2,4,,
48121021651,Census Tract,2021,3,2,,
48121021651,Census Tract,2021,4,3,,
48121021651,Census Tract,2021,5,5,,
48121021651,Census Tract,2021,8,1,,
48121021651,Census Tract,2021,10,3,,
48121021651,Census Tract,2022,1,1,,
48121021651,Census Tract,2022,2,1,,
48121021651,Census Tract,2022,3,5,,
48121021651,Census Tract,2022,4,2,,
48121021651,Census Tract,2022,5,1,,
48121021651,Census Tract,2022,6,2,,
48121021651,Census Tract,2022,7,4,,
48121021651,Census Tract,2022,8,6,,
48121021651,Census Tract,2022,9,3,,
48121021651,Census Tract,2022,10,3,,
48121021651,Census Tract,2022,11,5,,
48121021652,Census Tract,2019,9,1,,
48121021652,Census Tract,2019,10,2,,
48121021652,Census Tract,2021,9,1,,
48121021653,Census Tract,2019,1,4,,
48121021653,Census Tract,2019,2,7,,
48121021653,Census Tract,2019,3,2,,
48121021653,Census Tract,2019,5,6,,
48121021653,Census Tract,2019,6,9,,
48121021653,Census Tract,2019,7,6,,
48121021653,Census Tract,2019,8,8,,
48121021653,Census Tract,2019,9,1,,
48121021653,Census Tract,2019,10,2,,
48121021653,Census Tract,2019,11,5,,
48121021653,Census Tract,2019,12,5,,
48121021653,Census Tract,2020,1,5,,
48121021653,Census Tract,2020,2,7,,
48121021653,Census Tract,2020,7,2,,
48121021653,Census Tract,2020,8,1,,
48121021653,Census Tract,2020,9,4,,
48121021653,Census Tract,2020,12,1,,
48121021653,Census Tract,2021,1,4,,
48121021653,Census Tract,2021,2,3,,
48121021653,Census Tract,2021,3,1,,
48121021653,Census Tract,2021,5,2,,
48121021653,Census Tract,2021,7,1,,
48121021653,Census Tract,2021,8,1,,
48121021653,Census Tract,2021,9,5,,
48121021653,Census Tract,2021,10,2,,
48121021653,Census Tract,2021,11,1,,
48121021653,Census Tract,2022,1,5,,
48121021653,Census Tract,2022,3,4,,
48121021653,Census Tract,2022,4,5,,
48121021653,Census Tract,2022,5,3,,
48121021653,Census Tract,2022,6,6,,
48121021653,Census Tract,2022,8,6,,
48121021653,Census Tract,2022,9,6,,
48121021653,Census Tract,2022,10,9,,
48121021653,Census Tract,2022,11,8,,
48121021654,Census Tract,2019,1,7,,
48121021654,Census Tract,2019,2,1,,
48121021654,Census Tract,2019,3,5,,
48121021654,Census Tract,2019,4,4,,
48121021654,Census Tract,2019,5,5,,
48121021654,Census Tract,2019,6,5,,
48121021654,Census Tract,2019,7,7,,
48121021654,Census Tract,2019,8,6,,
48121021654,Census Tract,2019,9,2,,
48121021654,Census Tract,2019,10,4,,
48121021654,Census Tract,2019,11,7,,
48121021654,Census Tract,2019,12,6,,
48121021654,Census Tract,2020,1,8,,
48121021654,Census Tract,2020,2,8,,
48121021654,Census Tract,2020,3,4,,
48121021654,Census Tract,2020,4,12,,
48121021654,Census Tract,2020,5,8,,
48121021654,Census Tract,2020,6,5,,
48121021654,Census Tract,2020,7,6,,
48121021654,Census Tract,2020,8,2,,
48121021654,Census Tract,2020,9,1,,
48121021654,Census Tract,2020,10,2,,
48121021654,Census Tract,2020,11,1,,
48121021654,Census Tract,2020,12,4,,
48121021654,Census Tract,2021,1,1,,
48121021654,Census Tract,2021,2,4,,
48121021654,Census Tract,2021,3,2,,
48121021654,Census Tract,2021,4,3,,
48121021654,Census Tract,2021,5,6,,
48121021654,Census Tract,2021,6,4,,
48121021654,Census Tract,2021,7,5,,
48121021654,Census Tract,2021,8,2,,
48121021654,Census Tract,2021,9,5,,
48121021654,Census Tract,2021,10,6,,
48121021654,Census Tract,2021,11,3,,
48121021654,Census Tract,2021,12,3,,
48121021654,Census Tract,2022,1,10,,
48121021654,Census Tract,2022,3,7,,
48121021654,Census Tract,2022,4,7,,
48121021654,Census Tract,2022,5,3,,
48121021654,Census Tract,2022,6,5,,
48121021654,Census Tract,2022,7,3,,
48121021654,Census Tract,2022,8,7,,
48121021654,Census Tract,2022,9,4,,
48121021654,Census Tract,2022,10,5,,
48121021654,Census Tract,2022,11,6,,
48121021655,Census Tract,2019,1,13,,
48121021655,Census Tract,2019,2,8,,
48121021655,Census Tract,2019,3,5,,
48121021655,Census Tract,2019,4,6,,
48121021655,Census Tract,2019,5,9,,
48121021655,Census Tract,2019,6,7,,
48121021655,Census Tract,2019,7,10,,
48121021655,Census Tract,2019,8,4,,
48121021655,Census Tract,2019,9,7,,
48121021655,Census Tract,2019,10,10,,
48121021655,Census Tract,2019,11,10,,
48121021655,Census Tract,2019,12,8,,
48121021655,Census Tract,2020,1,7,,
48121021655,Census Tract,2020,2,3,,
48121021655,Census Tract,2020,3,4,,
48121021655,Census Tract,2020,6,1,,
48121021655,Census Tract,2020,11,1,,
48121021655,Census Tract,2020,12,1,,
48121021655,Census Tract,2021,1,2,,
48121021655,Census Tract,2021,3,6,,
48121021655,Census Tract,2021,4,2,,
48121021655,Census Tract,2021,5,4,,
48121021655,Census Tract,2021,6,1,,
48121021655,Census Tract,2021,8,2,,
48121021655,Census Tract,2021,9,4,,
48121021655,Census Tract,2021,10,1,,
48121021655,Census Tract,2021,11,5,,
48121021655,Census Tract,2021,12,1,,
48121021655,Census Tract,2022,1,6,,
48121021655,Census Tract,2022,2,6,,
48121021655,Census Tract,2022,3,5,,
48121021655,Census Tract,2022,4,3,,
48121021655,Census Tract,2022,5,3,,
48121021655,Census Tract,2022,6,1,,
48121021655,Census Tract,2022,7,6,,
48121021655,Census Tract,2022,8,7,,
48121021655,Census Tract,2022,9,5,,
48121021655,Census Tract,2022,10,4,,
48121021655,Census Tract,2022,11,2,,
48121021715,Census Tract,2019,2,1,,
48121021715,Census Tract,2019,6,3,,
48121021715,Census Tract,2019,7,1,,
48121021715,Census Tract,2019,8,2,,
48121021715,Census Tract,2019,9,1,,
48121021715,Census Tract,2019,11,1,,
48121021715,Census Tract,2020,1,2,,
48121021715,Census Tract,2020,2,1,,
48121021715,Census Tract,2020,11,1,,
48121021715,Census Tract,2021,7,4,,
48121021715,Census Tract,2021,8,2,,
48121021715,Census Tract,2021,9,1,,
48121021715,Census Tract,2021,11,4,,
48121021715,Census Tract,2021,12,2,,
48121021715,Census Tract,2022,1,1,,
48121021715,Census Tract,2022,2,1,,
48121021715,Census Tract,2022,3,2,,
48121021715,Census Tract,2022,5,3,,
48121021715,Census Tract,2022,7,1,,
48121021715,Census Tract,2022,8,2,,
48121021715,Census Tract,2022,9,1,,
48121021715,Census Tract,2022,10,1,,
48121021715,Census Tract,2022,11,2,,
48121021716,Census Tract,2019,1,6,,
48121021716,Census Tract,2019,2,3,,
48121021716,Census Tract,2019,3,2,,
48121021716,Census Tract,2019,5,1,,
48121021716,Census Tract,2019,6,4,,
48121021716,Census Tract,2019,8,5,,
48121021716,Census Tract,2019,9,12,,
48121021716,Census Tract,2019,10,11,,
48121021716,Census Tract,2019,11,5,,
48121021716,Census Tract,2019,12,3,,
48121021716,Census Tract,2020,1,8,,
48121021716,Census Tract,2020,2,5,,
48121021716,Census Tract,2020,3,3,,
48121021716,Census Tract,2020,6,1,,
48121021716,Census Tract,2020,8,2,,
48121021716,Census Tract,2020,10,2,,
48121021716,Census Tract,2020,12,8,,
48121021716,Census Tract,2021,1,8,,
48121021716,Census Tract,2021,3,10,,
48121021716,Census Tract,2021,4,11,,
48121021716,Census Tract,2021,5,1,,
48121021716,Census Tract,2021,6,2,,
48121021716,Census Tract,2021,7,9,,
48121021716,Census Tract,2021,8,3,,
48121021716,Census Tract,2021,9,5,,
48121021716,Census Tract,2021,10,8,,
48121021716,Census Tract,2021,11,13,,
48121021716,Census Tract,2021,12,9,,
48121021716,Census Tract,2022,1,4,,
48121021716,Census Tract,2022,2,8,,
48121021716,Census Tract,2022,3,11,,
48121021716,Census Tract,2022,4,7,,
48121021716,Census Tract,2022,5,4,,
48121021716,Census Tract,2022,6,6,,
48121021716,Census Tract,2022,7,14,,
48121021716,Census Tract,2022,8,12,,
48121021716,Census Tract,2022,9,6,,
48121021716,Census Tract,2022,10,6,,
48121021716,Census Tract,2022,11,4,,
48121021717,Census Tract,2019,1,3,,
48121021717,Census Tract,2019,2,2,,
48121021717,Census Tract,2019,3,1,,
48121021717,Census Tract,2019,4,3,,
48121021717,Census Tract,2019,5,1,,
48121021717,Census Tract,2019,6,3,,
48121021717,Census Tract,2019,7,1,,
48121021717,Census Tract,2019,8,6,,
48121021717,Census Tract,2019,10,3,,
48121021717,Census Tract,2019,11,3,,
48121021717,Census Tract,2019,12,2,,
48121021717,Census Tract,2020,1,2,,
48121021717,Census Tract,2020,2,4,,
48121021717,Census Tract,2020,4,1,,
48121021717,Census Tract,2020,5,1,,
48121021717,Census Tract,2020,6,2,,
48121021717,Census Tract,2020,7,2,,
48121021717,Census Tract,2020,8,1,,
48121021717,Census Tract,2020,10,1,,
48121021717,Census Tract,2020,12,1,,
48121021717,Census Tract,2021,1,2,,
48121021717,Census Tract,2021,2,1,,
48121021717,Census Tract,2021,3,1,,
48121021717,Census Tract,2021,5,1,,
48121021717,Census Tract,2021,11,2,,
48121021717,Census Tract,2021,12,2,,
48121021717,Census Tract,2022,2,3,,
48121021717,Census Tract,2022,7,1,,
48121021717,Census Tract,2022,9,2,,
48121021717,Census Tract,2022,10,1,,
48121021717,Census Tract,2022,11,1,,
48121021719,Census Tract,2019,2,1,,
48121021719,Census Tract,2019,3,3,,
48121021719,Census Tract,2019,10,1,,
48121021719,Census Tract,2020,1,1,,
48121021719,Census Tract,2020,2,1,,
48121021719,Census Tract,2020,9,1,,
48121021719,Census Tract,2021,6,1,,
48121021719,Census Tract,2021,9,1,,
48121021719,Census Tract,2021,12,1,,
48121021719,Census Tract,2022,1,1,,
48121021719,Census Tract,2022,3,1,,
48121021721,Census Tract,2019,5,1,,
48121021721,Census Tract,2019,12,1,,
48121021721,Census Tract,2020,2,1,,
48121021721,Census Tract,2020,12,1,,
48121021721,Census Tract,2021,8,1,,
48121021721,Census Tract,2021,11,1,,
48121021721,Census Tract,2022,4,1,,
48121021721,Census Tract,2022,10,1,,
48121021722,Census Tract,2019,1,4,,
48121021722,Census Tract,2019,2,3,,
48121021722,Census Tract,2019,3,1,,
48121021722,Census Tract,2019,4,1,,
48121021722,Census Tract,2019,5,1,,
48121021722,Census Tract,2019,6,2,,
48121021722,Census Tract,2019,9,1,,
48121021722,Census Tract,2019,10,1,,
48121021722,Census Tract,2019,12,1,,
48121021722,Census Tract,2020,8,1,,
48121021722,Census Tract,2021,2,1,,
48121021722,Census Tract,2021,4,1,,
48121021722,Census Tract,2021,6,1,,
48121021722,Census Tract,2021,10,1,,
48121021722,Census Tract,2021,12,2,,
48121021722,Census Tract,2022,2,1,,
48121021722,Census Tract,2022,7,2,,
48121021722,Census Tract,2022,11,2,,
48121021723,Census Tract,2019,1,1,,
48121021723,Census Tract,2019,8,1,,
48121021723,Census Tract,2019,12,1,,
48121021723,Census Tract,2021,3,1,,
48121021723,Census Tract,2022,1,1,,
48121021723,Census Tract,2022,2,1,,
48121021723,Census Tract,2022,3,1,,
48121021723,Census Tract,2022,6,2,,
48121021723,Census Tract,2022,7,2,,
48121021723,Census Tract,2022,11,1,,
48121021724,Census Tract,2019,1,1,,
48121021724,Census Tract,2022,1,1,,
48121021725,Census Tract,2019,3,2,,
48121021725,Census Tract,2019,7,1,,
48121021725,Census Tract,2019,11,1,,
48121021725,Census Tract,2020,12,1,,
48121021725,Census Tract,2021,2,1,,
48121021725,Census Tract,2021,6,1,,
48121021725,Census Tract,2022,6,1,,
48121021726,Census Tract,2019,4,1,,
48121021726,Census Tract,2019,6,1,,
48121021726,Census Tract,2019,7,1,,
48121021726,Census Tract,2019,11,1,,
48121021726,Census Tract,2020,1,2,,
48121021726,Census Tract,2021,6,1,,
48121021726,Census Tract,2021,9,1,,
48121021726,Census Tract,2021,10,1,,
48121021726,Census Tract,2022,4,1,,
48121021727,Census Tract,2019,12,1,,
48121021727,Census Tract,2021,8,1,,
48121021727,Census Tract,2022,5,1,,
48121021728,Census Tract,2019,1,5,,
48121021728,Census Tract,2019,2,2,,
48121021728,Census Tract,2019,3,7,,
48121021728,Census Tract,2019,4,5,,
48121021728,Census Tract,2019,5,6,,
48121021728,Census Tract,2019,6,6,,
48121021728,Census Tract,2019,7,5,,
48121021728,Census Tract,2019,8,8,,
48121021728,Census Tract,2019,9,8,,
48121021728,Census Tract,2019,10,7,,
48121021728,Census Tract,2019,11,4,,
48121021728,Census Tract,2019,12,10,,
48121021728,Census Tract,2020,1,8,,
48121021728,Census Tract,2020,2,10,,
